City,Customer Name,Customer Segment,Order Date,Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,State,Zip Code,Customer Age,Discount,Discount %,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Allentown,Clytie Kelty,Small Business,14-01-2012,34691,Critical,Technology,Jumbo Drum,Okidata ML184 Turbo Dot Matrix Printers,Office Machines,East,4876,14-01-2012,Delivery Truck,Pennsylvania,18103,,0.02,2,1,23,0.56,1425.11,7202.94,26.53,306.14
Hendersonville,Toby Swindell,Small Business,14-01-2012,30567,Not Specified,Office Supplies,Small Box,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Envelopes,South,4292,15-01-2012,Regular Air,Tennessee,37075,,0.07,7,1,8,0.4,103.13,733.55,19.99,90.48
Hendersonville,Toby Swindell,Small Business,14-01-2012,30567,Not Specified,Office Supplies,Wrap Bag,Newell 336,Pens & Art Supplies,South,4294,15-01-2012,Regular Air,Tennessee,37075,,0.02,2,1,14,0.56,7.32,62.6,0.94,4.28
Post Falls,Tamara Manning,Corporate,14-01-2012,43911,Medium,Technology,Jumbo Drum,Panasonic KX-P1131 Dot Matrix Printer,Office Machines,West,6201,15-01-2012,Delivery Truck,Idaho,83854,,0,0,1,36,0.58,2685.19,9920.85,17.86,264.98
Rexburg,Tamara Manning,Corporate,14-01-2012,43911,Medium,Furniture,Jumbo Drum,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Chairs & Chairmats,West,6202,16-01-2012,Delivery Truck,Idaho,83440,,0.06,6,1,23,0.57,1278.45,7484.31,58.95,320.98
Hendersonville,Toby Swindell,Small Business,14-01-2012,30567,Not Specified,Furniture,Small Pack,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Office Furnishings,South,4293,16-01-2012,Express Air,Tennessee,37075,,0.01,1,1,3,0.45,23,38.71,7.29,9.48
Allentown,Clytie Kelty,Small Business,14-01-2012,34691,Critical,Office Supplies,Small Box,Xerox 1939,Paper,East,4877,16-01-2012,Express Air,Pennsylvania,18103,,0.1,10,1,13,0.37,-7.39,245.82,9.54,18.97
Allentown,Clytie Kelty,Small Business,14-01-2012,34691,Critical,Office Supplies,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Appliances,East,4875,16-01-2012,Regular Air,Pennsylvania,18103,,0.08,8,1,27,0.58,-168.75,217.68,9.23,7.77
Salinas,Jennifer Patt,Home Office,14-01-2012,8325,Critical,Technology,Jumbo Drum,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,West,1144,16-01-2012,Delivery Truck,California,93905,,0.08,8,1,21,0.4,-220.0491,2364.29,56.14,115.99
Salinas,Jennifer Patt,Home Office,14-01-2012,8325,Critical,Office Supplies,Wrap Bag,Newell 336,Pens & Art Supplies,West,1145,17-01-2012,Regular Air,California,93905,,0.08,8,1,27,0.56,13.92,112.57,0.94,4.28
Battle Creek,Giulietta Weimer,Corporate,15-01-2012,37729,Not Specified,Office Supplies,Small Box,Avery Printable Repositionable Plastic Tabs,Binders and Binder Accessories,Central,5297,15-01-2012,Regular Air,Michigan,49017,,0,0,1,48,0.38,-26.7835,447.89,6.19,8.6
Hattiesburg,Jennifer Jackson,Home Office,15-01-2012,12676,High,Furniture,Small Box,"6"" Cubicle Wall Clock, Black",Office Furnishings,South,1769,16-01-2012,Express Air,Mississippi,39401,,0.08,8,1,25,0.49,-80.86,201.06,7.96,8.09
Knoxville,Amy Hunt,Consumer,15-01-2012,22243,Critical,Office Supplies,Wrap Bag,Newell 335,Pens & Art Supplies,South,3103,16-01-2012,Regular Air,Tennessee,37918,,0.09,9,1,9,0.56,-1.82,24.76,0.7,2.88
West Mifflin,Amy Cox,Small Business,15-01-2012,48773,Medium,Office Supplies,Wrap Bag,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Paper,East,6849,17-01-2012,Regular Air,Pennsylvania,15122,,0.06,6,1,7,0.38,3.27,51.27,2.17,7.04
Lombard,Skye Norling,Home Office,15-01-2012,6884,Low,Office Supplies,Small Box,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Paper,Central,950,20-01-2012,Regular Air,Illinois,60148,,0.01,1,1,41,0.36,-61.21,217,4.75,4.98
Lombard,Skye Norling,Home Office,15-01-2012,6884,Low,Office Supplies,Wrap Bag,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Paper,Central,951,20-01-2012,Regular Air,Illinois,60148,,0.04,4,1,47,0.39,119.09,296.13,1.02,6.35
Boardman,Xylona Price,Corporate,16-01-2012,30915,Low,Office Supplies,Wrap Bag,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Pens & Art Supplies,East,4341,16-01-2012,Express Air,Ohio,44512,,0.04,4,1,20,0.57,-17.75,62.78,2.03,2.98
Naperville,Sylvia Foulston,Corporate,16-01-2012,31781,Medium,Office Supplies,Small Box,Fellowes Black Plastic Comb Bindings,Binders and Binder Accessories,Central,4459,17-01-2012,Regular Air,Illinois,60540,,0.1,10,1,46,0.39,-282.6125,249.02,8.49,5.81
Naperville,Sylvia Foulston,Corporate,16-01-2012,31781,Medium,Office Supplies,Wrap Bag,Assorted Color Push Pins,Rubber Bands,Central,4460,17-01-2012,Regular Air,Illinois,60540,,0.03,3,1,41,0.52,5.53,78.49,0.75,1.81
Hot Springs,Joe Elijah,Home Office,16-01-2012,49541,Medium,Office Supplies,Small Box,"Fellowes Personal Hanging Folder Files, Navy",Storage & Organization,South,6941,17-01-2012,Regular Air,Arkansas,71901,,0,0,1,35,0.57,16.46,503.75,5.5,13.43
Woodmere,Jason Klamczynski,Small Business,16-01-2012,39173,Critical,Furniture,Jumbo Box,"Bevis Round Conference Table Top, X-Base",Tables,East,5534,18-01-2012,Delivery Truck,New York,11598,,0.05,5,1,2,0.76,-433.290143,373.27,29.21,179.29
Laurel,Sanjit Jacobs,Consumer,16-01-2012,2370,Critical,Furniture,Medium Box,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Office Furnishings,East,345,18-01-2012,Regular Air,Maryland,20707,,0.02,2,1,6,0.69,-85.76,679.6,13.99,110.98
Laurel,Sanjit Jacobs,Consumer,16-01-2012,2370,Critical,Office Supplies,Wrap Bag,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Paper,East,346,18-01-2012,Regular Air,Maryland,20707,,0.01,1,1,30,0.4,59.18,257.42,2.87,8.01
Woodmere,Jason Klamczynski,Small Business,16-01-2012,39173,Critical,Office Supplies,Wrap Bag,Stockwell Push Pins,Rubber Bands,East,5533,18-01-2012,Regular Air,New York,11598,,0.09,9,1,36,0.52,3.23,76.48,0.78,2.18
Murfreesboro,Christina Anderson,Corporate,16-01-2012,22147,Low,Furniture,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Office Furnishings,South,3086,20-01-2012,Regular Air,Tennessee,37130,,0.04,4,1,37,0.44,175.07,832.14,8.99,22.72
Boardman,Xylona Price,Corporate,16-01-2012,30915,Low,Technology,Small Box,M70,Telephones and Communication,East,4342,21-01-2012,Regular Air,Ohio,44512,,0.01,1,1,25,0.59,561.132,2836.0505,8.99,125.99
Palm Beach Gardens,Katherine Ducich,Corporate,17-01-2012,10272,Medium,Office Supplies,Small Box,Xerox 1991,Paper,South,1416,17-01-2012,Regular Air,Florida,33403,,0.06,6,1,26,0.39,76.43,566.39,8.18,22.84
Wilmette,Carlos Soltero,Small Business,17-01-2012,12771,Critical,Office Supplies,Small Box,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Labels,Central,1781,17-01-2012,Regular Air,Illinois,60091,,0.08,8,1,40,0.39,-193.44,1143.49,19.99,30.53
Sioux Falls,Paul Prost,Corporate,17-01-2012,46884,Medium,Office Supplies,Wrap Bag,Newell 309,Pens & Art Supplies,Central,6587,18-01-2012,Regular Air,South Dakota,57103,,0.1,10,1,25,0.55,39.52,280.43,2.36,11.55
Clarksville,Randy Ferguson,Home Office,17-01-2012,32868,Not Specified,Office Supplies,Small Pack,"Boston Model 1800 Electric Pencil Sharpener, Gray",Pens & Art Supplies,South,4612,18-01-2012,Regular Air,Tennessee,37042,,0.05,5,1,39,0.55,200.53,1101.28,6.17,28.15
Cranston,Benjamin Venier,Small Business,17-01-2012,1921,Medium,Office Supplies,Jumbo Drum,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Appliances,East,278,19-01-2012,Delivery Truck,Rhode Island,02910,,0.05,5,1,24,0.57,541.47,7871.91,91.05,328.14
Meridian,Joel Eaton,Home Office,17-01-2012,43620,Medium,Office Supplies,Wrap Bag,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Paper,South,6159,19-01-2012,Express Air,Mississippi,39301,,0.05,5,1,11,0.36,-0.13,49.76,2.26,4.2
Palm Beach Gardens,Katherine Ducich,Corporate,17-01-2012,10272,Medium,Office Supplies,Small Box,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Envelopes,South,1415,19-01-2012,Regular Air,Florida,33403,,0.03,3,1,3,0.4,-50.43,299.08,19.99,90.48
Bartlett,Paul Prost,Corporate,17-01-2012,46884,Medium,Office Supplies,Small Box,Security-Tint Envelopes,Envelopes,South,6585,19-01-2012,Regular Air,Tennessee,38134,,0.1,10,1,18,0.36,40.3,130.11,1.39,7.64
Woodridge,Carlos Soltero,Small Business,17-01-2012,12771,Critical,Office Supplies,Wrap Bag,Newell 323,Pens & Art Supplies,Central,1782,19-01-2012,Regular Air,Illinois,60517,,0.01,1,1,46,0.59,-43.1,78.08,1.57,1.68
Bartlett,Paul Prost,Corporate,17-01-2012,46884,Medium,Technology,Small Box,6162,Telephones and Communication,South,6586,19-01-2012,Regular Air,Tennessee,38134,,0,0,1,3,0.59,-509.938,337.3395,2.5,125.99
Northport,John Lee,Corporate,17-01-2012,18945,Medium,Technology,Small Pack,Maxell DVD-RAM Discs,Computer Peripherals,South,2619,19-01-2012,Regular Air,Alabama,35473,,0.06,6,1,33,0.42,168.54,528.54,1.99,16.48
Meridian,Joel Eaton,Home Office,17-01-2012,43620,Medium,Office Supplies,Small Box,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Appliances,South,6158,20-01-2012,Regular Air,Mississippi,39301,,0.05,5,1,13,0.43,-89.35,196.22,13.32,14.81
Miami,Natalie Webber,Corporate,18-01-2012,22118,High,Office Supplies,Small Box,Avery Arch Ring Binders,Binders and Binder Accessories,South,3084,18-01-2012,Regular Air,Florida,33142,,0.05,5,1,50,0.38,1315.749,2842.54,1.49,58.1
Tupelo,Kristen Hastings,Corporate,18-01-2012,58784,Medium,Office Supplies,Small Box,Xerox 1891,Paper,South,8221,18-01-2012,Regular Air,Mississippi,38801,,0.06,6,1,29,0.38,573.8,1379.1,5.81,48.91
Tupelo,Kristen Hastings,Corporate,18-01-2012,58784,Medium,Office Supplies,Small Box,"Peel & Seel® Recycled Catalog Envelopes, Brown",Envelopes,South,8220,19-01-2012,Regular Air,Mississippi,38801,,0.02,2,1,12,0.35,1.46,141.9,5.72,11.58
Tupelo,Kristen Hastings,Corporate,18-01-2012,58784,Medium,Office Supplies,Small Box,"Tenex File Box, Personal Filing Tote with Lid, Black",Storage & Organization,South,8222,19-01-2012,Regular Air,Mississippi,38801,,0.02,2,1,17,0.59,-210.09,278.76,17.78,15.51
Willow Grove,Kristen Hastings,Corporate,18-01-2012,58784,Medium,Furniture,Jumbo Drum,Global Leather Executive Chair,Chairs & Chairmats,East,8223,20-01-2012,Delivery Truck,Pennsylvania,19090,,0.05,5,1,25,0.55,2372.08,8875.17,39,350.99
Willow Grove,Kristen Hastings,Corporate,18-01-2012,58784,Medium,Technology,Small Box,"AT&T Black Trimline Phone, Model 210",Office Machines,East,8224,20-01-2012,Express Air,Pennsylvania,19090,,0.04,4,1,20,0.49,-67.3815,331.21,9.4,15.99
Granger,Erica Bern,Corporate,18-01-2012,48199,Not Specified,Office Supplies,Small Box,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,Central,6772,21-01-2012,Regular Air,Indiana,46530,,0.1,10,1,47,0.4,279.74,672.46,1.39,15.74
Santa Fe,Arthur Gainer,Consumer,19-01-2012,66,Low,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,West,11,19-01-2012,Regular Air,New Mexico,87505,,0.09,9,1,41,0.56,7.57,108.15,0.7,2.88
South Burlington,Chris Cortes,Consumer,19-01-2012,20711,Critical,Technology,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,Office Machines,East,2875,20-01-2012,Delivery Truck,Vermont,05403,,0,0,1,18,0.39,-101.6595,2215.96,56.14,119.99
Hamilton,Stuart Calhoun,Consumer,19-01-2012,16999,Critical,Office Supplies,Small Box,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Appliances,East,2357,21-01-2012,Regular Air,Ohio,45011,,0.09,9,1,18,0.55,1081.62,3568.45,0.99,207.48
Oxford,Chris Cortes,Consumer,19-01-2012,20711,Critical,Office Supplies,Small Box,Computer Printout Paper with Letter-Trim Perforations,Paper,East,2874,21-01-2012,Regular Air,MA,01540,,0.1,10,1,5,0.37,-19.52,98.66,9.03,18.97
Sanford,Tanja Norvell,Corporate,20-01-2012,38340,Critical,Office Supplies,Small Box,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Appliances,South,5392,21-01-2012,Regular Air,Florida,32771,,0.02,2,1,36,0.57,684.9,2167.05,3.5,60.22
Allen,Cynthia Arntzen,Small Business,20-01-2012,44197,High,Furniture,Jumbo Box,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bookcases,Central,6237,23-01-2012,Delivery Truck,Texas,75002,,0.02,2,1,27,0.65,-229.79,3970.33,53.48,140.98
Holladay,Larry Tron,Home Office,21-01-2012,32800,Not Specified,Furniture,Jumbo Drum,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Chairs & Chairmats,West,4600,22-01-2012,Delivery Truck,Utah,84117,,0.04,4,1,33,0.64,1161.75,11336.37,58.92,355.98
Des Moines,Roy Phan,Corporate,21-01-2012,35936,Medium,Furniture,Large Box,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Office Furnishings,West,5043,22-01-2012,Regular Air,Washington,98198,,0.03,3,1,40,0.61,813.33,4152.55,24.49,105.34
Pittsburgh,Rob Haberlin,Corporate,21-01-2012,38021,Medium,Office Supplies,Jumbo Drum,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Appliances,East,5349,22-01-2012,Delivery Truck,Pennsylvania,15122,,0.04,4,1,16,0.59,834.96,4407.03,23.19,279.81
Pittsburgh,Rob Haberlin,Corporate,21-01-2012,38021,Medium,Office Supplies,Small Box,Avery 508,Labels,East,5350,22-01-2012,Regular Air,Pennsylvania,15122,,0.02,2,1,36,0.36,81.77,173.22,0.5,4.91
Des Moines,Roy Phan,Corporate,21-01-2012,35936,Medium,Office Supplies,Small Box,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Binders and Binder Accessories,West,5042,22-01-2012,Regular Air,Washington,98198,,0.08,8,1,41,0.35,-10.3845,312.26,4.71,7.84
Holladay,Larry Tron,Home Office,21-01-2012,32800,Not Specified,Office Supplies,Small Box,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,West,4601,22-01-2012,Regular Air,Utah,84117,,0.09,9,1,19,0.37,8.79,354.13,8.68,19.98
Wooster,Harold Ryan,Home Office,21-01-2012,49505,Critical,Technology,Small Pack,"Memorex Slim 80 Minute CD-R, 10/Pack",Computer Peripherals,East,6937,22-01-2012,Express Air,Ohio,44691,,0.04,4,1,34,0.43,85.83,335.59,1.99,9.78
Cleveland Heights,Arthur Prichep,Small Business,21-01-2012,31138,High,Furniture,Jumbo Box,Hon iLevel™ Computer Training Table,Tables,East,4370,23-01-2012,Delivery Truck,Ohio,44106,,0.05,5,1,37,0.65,-1756.4404,1251.18,45.51,31.76
Sioux City,Rob Haberlin,Corporate,21-01-2012,38021,Medium,Office Supplies,Small Box,"Premier Elliptical Ring Binder, Black",Binders and Binder Accessories,Central,5351,23-01-2012,Regular Air,Iowa,51106,,0.02,2,1,46,0.37,709.325,1482.01,1.49,30.44
Wooster,Harold Ryan,Home Office,21-01-2012,49505,Critical,Office Supplies,Small Box,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Binders and Binder Accessories,East,6936,23-01-2012,Regular Air,Ohio,44691,,0.04,4,1,12,0.35,-8.4985,97.74,4.71,7.84
Holladay,Larry Tron,Home Office,21-01-2012,32800,Not Specified,Office Supplies,Small Box,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,West,4602,23-01-2012,Regular Air,Utah,84117,,0.07,7,1,40,0.37,69.08,751.94,8.68,19.98
Smithtown,Aaron Smayling,Small Business,21-01-2012,37638,Low,Office Supplies,Small Box,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Labels,East,5287,23-01-2012,Regular Air,New York,11787,,0.07,7,1,33,0.39,-140.54,139.98,6.89,4.13
Jupiter,Thea Hudgings,Consumer,21-01-2012,52608,Low,Office Supplies,Wrap Bag,4009® Highlighters by Sanford,Pens & Art Supplies,South,7378,25-01-2012,Regular Air,Florida,33458,,0.05,5,1,36,0.52,40.04,147.71,0.7,3.98
Fountain,Andrew Allen,Corporate,21-01-2012,58759,Low,Office Supplies,Wrap Bag,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Paper,West,8219,28-01-2012,Regular Air,Colorado,80817,,0.1,10,1,4,0.4,-6.88,33.44,2.87,8.01
Saginaw,Khloe Miller,Corporate,22-01-2012,28225,Critical,Furniture,Small Box,"Career Cubicle Clock, 8 1/4"", Black",Office Furnishings,Central,3956,22-01-2012,Regular Air,Michigan,48601,,0,0,1,9,0.47,-49.81,206.04,14.39,20.28
Lino Lakes,Nathan Mautz,Home Office,22-01-2012,53891,High,Office Supplies,Small Box,"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",Binders and Binder Accessories,Central,7535,22-01-2012,Regular Air,Minnesota,55014,,0.02,2,1,36,0.36,-17.4455,562.8,9.73,15.22
Hialeah,Russell Applegate,Small Business,22-01-2012,55360,Medium,Furniture,Jumbo Box,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Tables,South,7725,23-01-2012,Delivery Truck,Florida,33012,,0,0,1,39,0.68,1517.12,8865.1,29.1,217.85
Mobile,Nathan Mautz,Home Office,22-01-2012,53891,High,Furniture,Medium Box,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Office Furnishings,South,7537,23-01-2012,Express Air,Alabama,36608,,0.02,2,1,44,0.67,-237.6,4039.72,39.61,92.23
Mobile,Nathan Mautz,Home Office,22-01-2012,53891,High,Technology,Small Box,8890,Telephones and Communication,South,7538,23-01-2012,Express Air,Alabama,36608,,0.03,3,1,25,0.58,553.356,2570.944,5.92,115.99
Kingsport,Amy Hunt,Home Office,22-01-2012,7815,Critical,Technology,Small Box,PC Concepts 116 Key Quantum 3000 Keyboard,Computer Peripherals,South,1058,23-01-2012,Regular Air,Tennessee,37664,,0.09,9,1,6,0.75,-125.96,187.37,5.5,32.98
Mobile,Nathan Mautz,Home Office,22-01-2012,53891,High,Technology,Small Box,Motorola SB4200 Cable Modem,Computer Peripherals,South,7536,23-01-2012,Regular Air,Alabama,36608,,0.07,7,1,27,0.48,812.38,4584.73,19.99,179.99
Elyria,Guy Phonely,Corporate,22-01-2012,28225,Critical,Office Supplies,Large Box,"Carina 42""Hx23 3/4""W Media Storage Unit",Storage & Organization,East,3955,24-01-2012,Regular Air,Ohio,44035,,0.01,1,1,13,0.83,-330.14,1160.59,35,80.98
Hialeah,Russell Applegate,Small Business,22-01-2012,55360,Medium,Office Supplies,Small Box,Avery 498,Labels,South,7724,24-01-2012,Regular Air,Florida,33012,,0.07,7,1,49,0.38,50.74,134.83,0.5,2.89
Mankato,Sally Matthias,Home Office,22-01-2012,13636,Low,Furniture,Jumbo Box,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,Central,1909,26-01-2012,Delivery Truck,Minnesota,56001,,0.02,2,1,32,0.62,7513.88,28180.08,44.55,880.98
Newton,Jocasta Rupert,Consumer,23-01-2012,10661,Not Specified,Office Supplies,Small Pack,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut","Scissors, Rulers and Trimmers",Central,1481,24-01-2012,Regular Air,Kansas,67114,,0,0,1,18,0.58,-99.34,136.41,8.37,6.84
Reston,Jocasta Rupert,Consumer,23-01-2012,10661,Not Specified,Office Supplies,Small Box,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Paper,South,1482,25-01-2012,Regular Air,Virginia,20190,,0.07,7,1,42,0.4,488.31,1312.65,5.76,30.98
Parkland,Victoria Brennan,Small Business,23-01-2012,24802,Medium,Technology,Small Box,Keytronic 105-Key Spanish Keyboard,Computer Peripherals,West,3485,25-01-2012,Regular Air,Washington,98444,,0.01,1,1,18,0.67,-23.44,1383.2,12.14,73.98
Wheat Ridge,Cynthia Delaney,Corporate,24-01-2012,19234,High,Office Supplies,Medium Box,Holmes Odor Grabber,Appliances,West,2664,24-01-2012,Regular Air,Colorado,80033,,0.01,1,1,24,0.52,-11.15,359.65,6.75,14.42
Vincennes,Filia McAdams,Small Business,24-01-2012,29319,Low,Furniture,Large Box,Safco Contoured Stacking Chairs,Chairs & Chairmats,Central,4125,26-01-2012,Regular Air,Indiana,47591,,0.1,10,1,30,,1151.69,6654.39,24.49,238.4
Franklin,Michael Dominguez,Home Office,24-01-2012,58277,Medium,Office Supplies,Medium Box,Harmony HEPA Quiet Air Purifiers,Appliances,Central,8148,26-01-2012,Regular Air,Wisconsin,53132,,0.01,1,1,23,0.5,-23.35,294.68,6.96,11.7
Vincennes,Filia McAdams,Small Business,24-01-2012,29319,Low,Technology,Large Box,Canon PC-428 Personal Copier,Copiers and Fax,Central,4126,26-01-2012,Express Air,Indiana,47591,,0.03,3,1,21,0.46,983.55,4429.69,24.49,199.99
Bayonne,Debra Catini,Small Business,24-01-2012,33025,Low,Office Supplies,Small Box,Fellowes Command Center 5-outlet power strip,Appliances,East,4639,29-01-2012,Regular Air,New Jersey,07002,,0.08,8,1,5,0.58,-19.06,318.31,0.99,67.84
Menlo Park,Giulietta Dortch,Corporate,25-01-2012,7043,Critical,Furniture,Small Pack,"Eldon Regeneration Recycled Desk Accessories, Smoke",Office Furnishings,West,970,26-01-2012,Regular Air,California,94025,,0.06,6,1,4,0.53,-8.93,11.08,4.08,1.74
Hilton Head Island,Laurel Beltran,Consumer,25-01-2012,12869,Not Specified,Technology,Small Box,5170i,Telephones and Communication,South,1797,28-01-2012,Regular Air,South Carolina,29915,,0.1,10,1,15,0.57,-42.999,1532.482,8.99,125.99
Sanford,Tanja Norvell,Corporate,26-01-2012,24544,High,Furniture,Jumbo Drum,"Global Stack Chair without Arms, Black",Chairs & Chairmats,South,3437,27-01-2012,Delivery Truck,Florida,32771,,0.03,3,1,15,0.6,-97.47,403.71,14.36,25.98
Muscatine,Gene Hale,Consumer,26-01-2012,20422,High,Furniture,Small Pack,Nu-Dell Leatherette Frames,Office Furnishings,Central,2830,27-01-2012,Regular Air,Iowa,52761,,0.03,3,1,30,0.49,115.21,447.33,5,14.34
